epoch,loss,val_r2,train_r2,mse_valid,mae_valid,bottom_mre
238,8.06184215452602e-05,0.9545813202857971,0.9813269972801208,0.00010101785301230848,0.0073393285274505615,0.5658161044120789
239,8.123836900107134e-05,0.9554380774497986,0.9823224544525146,9.911233064485714e-05,0.007245386019349098,0.572929322719574
240,8.119510435148292e-05,0.9547890424728394,0.9816588163375854,0.00010055583697976544,0.007313259411603212,0.5789934396743774
241,8.084709701970318e-05,0.9554570913314819,0.9822097420692444,9.907006460707635e-05,0.007253165356814861,0.5637511014938354
242,7.988852271142498e-05,0.9550366401672363,0.9818046689033508,0.0001000052216113545,0.007293883711099625,0.5683358907699585
243,8.077970406863161e-05,0.954423725605011,0.9813098311424255,0.00010136837954632938,0.007343281526118517,0.5718058347702026
244,8.045921616066349e-05,0.9538148641586304,0.9806908965110779,0.00010272260260535404,0.007407532073557377,0.5694674849510193
245,8.02623422027953e-05,0.9546746015548706,0.9815457463264465,0.00010081040090881288,0.007326646242290735,0.5804561376571655
246,8.030982517351838e-05,0.9551879167556763,0.9820446968078613,9.966871584765613e-05,0.007273718249052763,0.5648495554924011
247,7.985111305435352e-05,0.9548001885414124,0.9816341400146484,0.00010053110599983484,0.007311832159757614,0.5695756673812866
248,8.031641200610537e-05,0.9549034833908081,0.9818097352981567,0.00010030132398242131,0.007300411816686392,0.5821806192398071
249,8.058750732993312e-05,0.9547775983810425,0.9816348552703857,0.0001005812591756694,0.007311904337257147,0.5701853036880493
250,8.099520037189101e-05,0.9546127915382385,0.9814473986625671,0.00010094786557601765,0.007332474458962679,0.5749377012252808
