epoch,loss,val_r2,train_r2,mse_valid,mae_valid,bottom_mre
54,0.00016343328864904297,0.9338209629058838,0.9560210108757019,0.00014719198225066066,0.009115350432693958,0.48404115438461304
55,0.00016169949922900117,0.9323797225952148,0.953565239906311,0.0001503975800005719,0.00928773358464241,0.4737682342529297
56,0.0001595607932269523,0.9332543611526489,0.9550742506980896,0.00014845223631709814,0.009149202145636082,0.5200883150100708
57,0.00015712974425910302,0.9354342818260193,0.9579342603683472,0.00014360371278598905,0.008962756022810936,0.5034747123718262
58,0.00015775853186520786,0.9355373382568359,0.9578575491905212,0.0001433744910173118,0.008958685211837292,0.5177940130233765
59,0.00015386216994681722,0.9352692365646362,0.957574188709259,0.00014397079939953983,0.009031391702592373,0.4462779462337494
60,0.00015468677439261513,0.9348848462104797,0.9569098353385925,0.00014482579717878252,0.009077243506908417,0.5093592405319214
61,0.00015048711178250788,0.9322738647460938,0.9551029205322266,0.0001506329426774755,0.00926278531551361,0.3856201767921448
62,0.00014965617364235667,0.9366391897201538,0.9591430425643921,0.00014092389028519392,0.00885164923965931,0.3759976327419281
63,0.00014900076502824815,0.9369167685508728,0.9595739841461182,0.00014030640886630863,0.008874744176864624,0.4133516848087311
64,0.00014726913336655307,0.9384793043136597,0.9610509872436523,0.00013683117867913097,0.008779325522482395,0.4568101465702057
65,0.00014500115876930352,0.9363115429878235,0.9598934054374695,0.0001416525774402544,0.008902065455913544,0.4491256773471832
66,0.00014538853947313184,0.9386619925498962,0.9614085555076599,0.0001364248018944636,0.008742369711399078,0.4988476634025574
67,0.00014358632100030424,0.9387442469596863,0.961599588394165,0.00013624191342387348,0.008761303499341011,0.4614628851413727
68,0.0001423306601674424,0.9364612102508545,0.9597423672676086,0.0001413196587236598,0.00894927978515625,0.4881437420845032
69,0.0001419725178101205,0.9405173063278198,0.9642942547798157,0.00013229828618932515,0.00859141256660223,0.5372149348258972
70,0.00013935703996407136,0.9409911632537842,0.964493989944458,0.00013124440738465637,0.008553423918783665,0.49205484986305237
71,0.00013942838324296377,0.9392922520637512,0.9623690843582153,0.00013502304500434548,0.008662906475365162,0.3803040087223053
72,0.00013771642098243532,0.9383377432823181,0.9619702696800232,0.00013714603846892715,0.008744017221033573,0.4459257125854492
73,0.00013788400680342047,0.9403812289237976,0.963839590549469,0.00013260103878565133,0.00859468150883913,0.5130458474159241
74,0.00013556558391713885,0.9431246519088745,0.966468095779419,0.00012649923155549914,0.008379039354622364,0.5032637715339661
75,0.00013481632297543018,0.9388065338134766,0.9621533155441284,0.0001361034082947299,0.008775471709668636,0.4533451199531555
76,0.0001354208839966661,0.9389793276786804,0.9629085659980774,0.00013571906310971826,0.008744210004806519,0.45660072565078735
77,0.00013476173797457973,0.938377320766449,0.9621346592903137,0.00013705801393371075,0.008830980397760868,0.4648463726043701
78,0.00013247518907020077,0.9408881068229675,0.9650907516479492,0.0001314736291533336,0.00853847898542881,0.4920690953731537
79,0.00013168015747771065,0.9432349801063538,0.9670592546463013,0.0001262537989532575,0.008370141498744488,0.5907620191574097
80,0.00013093994947684776,0.9433591365814209,0.9674806594848633,0.00012597773456946015,0.008353526704013348,0.5286694169044495
81,0.00012994047612807538,0.9395458698272705,0.9641266465187073,0.0001344589254586026,0.008674672804772854,0.46977242827415466
82,0.000128536466071833,0.9430537819862366,0.9673495292663574,0.0001266568579012528,0.008355352096259594,0.5504466891288757
83,0.0001265433401492962,0.9404672980308533,0.9638376235961914,0.00013240953558124602,0.008608410134911537,0.4642784595489502
84,0.00012775377492253742,0.9414280652999878,0.9656297564506531,0.00013027273234911263,0.008528965525329113,0.49589720368385315
85,0.00012764011057251812,0.9403477907180786,0.9648192524909973,0.0001326753554167226,0.00862794928252697,0.4756881594657898
86,0.00012570078443590604,0.9420289993286133,0.9662912487983704,0.00012893605162389576,0.008468234911561012,0.4564666152000427
87,0.00012513680714583447,0.943561315536499,0.9685828685760498,0.00012552794942166656,0.008292149752378464,0.5038875937461853
88,0.00012272712276135993,0.9383386373519897,0.9624895453453064,0.00013714394299313426,0.008779830299317837,0.3857465982437134
89,0.0001228841579712239,0.9402652382850647,0.9651654362678528,0.00013285894237924367,0.008574128150939941,0.43777769804000854
90,0.00012257054089893834,0.9444901347160339,0.9692390561103821,0.00012346221774350852,0.008238126523792744,0.46127834916114807
91,0.00012059510123328757,0.9418855905532837,0.9663654565811157,0.00012925507326144725,0.008524623699486256,0.45320892333984375
92,0.00012088097769175838,0.939249575138092,0.9637079238891602,0.0001351179089397192,0.008774749003350735,0.5935739278793335
93,0.00012002609151286557,0.9412634968757629,0.9658238291740417,0.00013063864025752991,0.008535247296094894,0.5265241265296936
94,0.00011922718988667019,0.943960964679718,0.9683930277824402,0.00012463911843951792,0.008292675949633121,0.4904783368110657
95,0.0001186330321205805,0.9442754983901978,0.9693867564201355,0.00012393960787449032,0.008254491724073887,0.6268547773361206
96,0.00012003468312589878,0.9442657828330994,0.9686830043792725,0.00012396120291668922,0.008327293209731579,0.5268336534500122
97,0.00011835694703240377,0.9444946050643921,0.9688197374343872,0.00012345219147391617,0.008279573172330856,0.47287192940711975
98,0.00011672044287229702,0.9383849501609802,0.9626383185386658,0.0001370410027448088,0.008806789293885231,0.46356430649757385
99,0.00011888786729304782,0.9423811435699463,0.9670101404190063,0.00012815292575396597,0.0084395632147789,0.4710262715816498
100,0.00011574078904481675,0.9396486878395081,0.9640117883682251,0.00013423021300695837,0.008710145950317383,0.45785465836524963
101,0.00011614286932301326,0.9430530071258545,0.9681724905967712,0.0001266585459234193,0.008417205885052681,0.5123610496520996
102,0.000115353796882475,0.9426065683364868,0.9679743051528931,0.00012765152496285737,0.008414577692747116,0.5451058149337769
103,0.00010697893714552942,0.9494330286979675,0.9750553965568542,0.00011246843496337533,0.007815501652657986,0.5638935565948486
104,0.00010332989791986976,0.9505353569984436,0.9758766889572144,0.0001100167355616577,0.007740494329482317,0.5248755216598511
105,0.00010201964481465813,0.9502377510070801,0.9757294654846191,0.00011067862942581996,0.007766516879200935,0.5102889537811279
106,0.00010136409632561445,0.9503107070922852,0.9757589101791382,0.00011051639739889652,0.007781027816236019,0.5307903289794922
107,0.00010064191919542175,0.9506074786186218,0.9758853912353516,0.00010985624248860404,0.007741096895188093,0.478511244058609
108,0.00010044386391985194,0.9513684511184692,0.976790189743042,0.00010816378926392645,0.007692093960940838,0.5627469420433044
109,0.00010062958328186748,0.9510166049003601,0.9765515923500061,0.00010894632578128949,0.00769839296117425,0.4692564904689789
110,9.941851995416287e-05,0.9504333138465881,0.9760149717330933,0.00011024367995560169,0.007748571690171957,0.48743772506713867
111,9.917122076562829e-05,0.9514198899269104,0.976817786693573,0.00010804932389874011,0.007682333700358868,0.46426814794540405
112,9.87279773368095e-05,0.9510091543197632,0.9763520956039429,0.00010896283492911607,0.007714084815233946,0.4651731848716736
113,9.793543933358473e-05,0.9486993551254272,0.9744574427604675,0.00011410025763325393,0.007908685132861137,0.4685503840446472
114,9.707205578581802e-05,0.9514627456665039,0.9768531918525696,0.00010795409616548568,0.007660747971385717,0.5066230297088623
115,9.636673375918654e-05,0.9496090412139893,0.9752296209335327,0.00011207690113224089,0.0078274579718709,0.48400917649269104
116,9.665173265781122e-05,0.9514209628105164,0.9770740270614624,0.00010804694466060027,0.007660347502678633,0.467998206615448
117,9.58418239745287e-05,0.9507431983947754,0.9763805270195007,0.00010955445031868294,0.0077401031740009785,0.4877309203147888
118,9.626722883730705e-05,0.951833188533783,0.9774762988090515,0.0001071301448973827,0.007614167407155037,0.49139800667762756
119,9.537854340106052e-05,0.9504956007003784,0.9763402938842773,0.00011010511661879718,0.007742717396467924,0.5106766223907471
120,9.601657709080267e-05,0.95182204246521,0.9771815538406372,0.00010715498501667753,0.007631886750459671,0.450462281703949
121,9.501411815179773e-05,0.9503752589225769,0.9761745929718018,0.00011037273361580446,0.007754880469292402,0.4838840961456299
122,9.488572232822109e-05,0.9494674205780029,0.9754387140274048,0.00011239187733735889,0.007843324914574623,0.505814254283905
123,9.535781066237997e-05,0.9517946839332581,0.9775093793869019,0.00010721580474637449,0.007644582539796829,0.5087165236473083
124,9.461565490728033e-05,0.9510664343833923,0.9770440459251404,0.0001088355274987407,0.0076970309019088745,0.5351949334144592
125,9.461235770365474e-05,0.9508492350578308,0.9767686128616333,0.00010931852011708543,0.007700763642787933,0.5126913785934448
126,9.386056320841354e-05,0.9522181153297424,0.9783676862716675,0.00010627401934470981,0.007579801604151726,0.5529186129570007
127,9.328848540123955e-05,0.9511813521385193,0.9771661162376404,0.0001085799522115849,0.007677054964005947,0.5308969020843506
128,9.355251266724201e-05,0.9502672553062439,0.9762877821922302,0.00011061302939197049,0.0077550760470330715,0.5382872223854065
129,9.412816030353675e-05,0.9515833258628845,0.9774138331413269,0.00010768583888420835,0.007657727226614952,0.534366250038147
130,9.201105392236844e-05,0.9518209099769592,0.9780415892601013,0.00010715749522205442,0.007586177904158831,0.5054798722267151
131,9.339191006695139e-05,0.9497091174125671,0.9758138060569763,0.00011185438052052632,0.007827263325452805,0.5172079801559448
132,9.280266345187698e-05,0.9524773359298706,0.9786080718040466,0.00010569747246336192,0.007551745045930147,0.5341495275497437
133,9.268335707376679e-05,0.9517975449562073,0.9777582287788391,0.00010720943828346208,0.007616032846271992,0.5744923949241638
134,9.22241653477292e-05,0.9508072733879089,0.9768759608268738,0.00010941196524072438,0.007725327741354704,0.49427637457847595
135,9.22839907411353e-05,0.9509351253509521,0.9770295023918152,0.0001091275698854588,0.007702907547354698,0.5267206430435181
136,9.210087885138837e-05,0.9520592093467712,0.9784712195396423,0.00010662738350220025,0.0075808255933225155,0.4942173957824707
137,9.185277606186847e-05,0.9524038434028625,0.9786901473999023,0.00010586087591946125,0.007558298762887716,0.507500410079956
138,9.145252798304023e-05,0.9511029720306396,0.9773860573768616,0.00010875429143197834,0.007672425825148821,0.546696662902832
139,9.084311182942103e-05,0.9512064456939697,0.9778451919555664,0.00010852402920136228,0.0076438565738499165,0.5135635733604431
140,9.222801050407939e-05,0.9521484375,0.9783844947814941,0.00010642900451784953,0.007582862861454487,0.5417478680610657
141,9.091877186887466e-05,0.9516012072563171,0.9778647422790527,0.00010764609032776207,0.007617090828716755,0.5385542511940002
142,9.025560823865104e-05,0.9518404603004456,0.9782283306121826,0.00010711391951190308,0.0076039982959628105,0.5760700106620789
143,9.069035486034266e-05,0.952225923538208,0.9785296320915222,0.0001062566225300543,0.007576311472803354,0.5617992877960205
144,9.021787257677038e-05,0.9527342915534973,0.978741466999054,0.0001051259896485135,0.00752519303932786,0.5347295999526978
145,9.058232823168938e-05,0.9537652134895325,0.9802111387252808,0.00010283303709002212,0.007404692005366087,0.6167449951171875
146,9.022213421036106e-05,0.95265793800354,0.9789826273918152,0.00010529581049922854,0.007517457939684391,0.5333280563354492
147,8.928599991390108e-05,0.9528080821037292,0.9789137244224548,0.00010496185132069513,0.007530096918344498,0.5561898350715637
148,8.958716550884728e-05,0.9523300528526306,0.9786277413368225,0.00010602502152323723,0.00756041519343853,0.5357692837715149
149,8.957298357963023e-05,0.9529073238372803,0.9792396426200867,0.00010474106238689274,0.007515337783843279,0.5508056879043579
150,8.91012886197631e-05,0.9514174461364746,0.9779556393623352,0.0001080548609024845,0.007640083320438862,0.5006428956985474
151,8.950983703257139e-05,0.9521309733390808,0.9786390662193298,0.00010646784357959405,0.007576311472803354,0.5440412759780884
152,8.887483231685074e-05,0.9531938433647156,0.9797858595848083,0.00010410384129500017,0.007477957289665937,0.5892981290817261
153,8.71070368587015e-05,0.9543766379356384,0.981045126914978,0.00010147313150810078,0.007351135369390249,0.5744780898094177
154,8.587932204279117e-05,0.9544315934181213,0.9810495972633362,0.00010135093907592818,0.007339309435337782,0.5660120248794556
155,8.713597828639595e-05,0.9539390802383423,0.9807033538818359,0.00010244626901112497,0.0073913647793233395,0.5881789922714233
156,8.62113803372731e-05,0.9541062116622925,0.9806710481643677,0.00010207457671640441,0.007385755889117718,0.5676708817481995
157,8.585988570855846e-05,0.954168438911438,0.9809083938598633,0.00010193618072662503,0.00736585957929492,0.5852426290512085
158,8.55844867048433e-05,0.9545994997024536,0.9813004732131958,0.00010097742779180408,0.007330147549510002,0.5848593711853027
159,8.591189678590323e-05,0.9542575478553772,0.9809408187866211,0.00010173798364121467,0.007358550559729338,0.5895002484321594
160,8.538602107328901e-05,0.9548949003219604,0.9814591407775879,0.00010032045975094661,0.007310071494430304,0.5563298463821411
161,8.581004335699653e-05,0.9541215896606445,0.9807528257369995,0.0001020403578877449,0.007380981929600239,0.5763497352600098
162,8.536617502952639e-05,0.9548461437225342,0.9814701676368713,0.00010042890789918602,0.007319595664739609,0.5782526135444641
163,8.5429815253876e-05,0.9547156691551208,0.9813564419746399,0.00010071905126096681,0.007327476050704718,0.5847411155700684
164,8.4583108200961e-05,0.9543392658233643,0.9809682965278625,0.00010155618656426668,0.007359608542174101,0.5735523104667664
165,8.468800227127955e-05,0.9554442763328552,0.9819259643554688,9.909854270517826e-05,0.007272615563124418,0.5648155212402344
166,8.505168966621568e-05,0.9539204239845276,0.9804955720901489,0.0001024878365569748,0.0074083139188587666,0.5741992592811584
167,8.460561549309561e-05,0.9551143646240234,0.9817236065864563,9.983227209886536e-05,0.007288690190762281,0.5660978555679321
168,8.493336288523221e-05,0.9549103379249573,0.9815332889556885,0.00010028610995505005,0.007311912719160318,0.5368027091026306
169,8.456166241843425e-05,0.9543695449829102,0.9810432195663452,0.00010148882574867457,0.007356761954724789,0.5365862250328064
170,8.410051481066558e-05,0.9538418054580688,0.9805881977081299,0.00010266263416269794,0.007405562326312065,0.5459003448486328
171,8.417560212703892e-05,0.9551193118095398,0.9816989898681641,9.982125629903749e-05,0.007293811999261379,0.5407339334487915
172,8.409886850042276e-05,0.9551870822906494,0.9818508625030518,9.967061487259343e-05,0.007284105755388737,0.5494779348373413
173,8.45669989900546e-05,0.9552847146987915,0.9819554686546326,9.94534493656829e-05,0.0072687347419559956,0.551800012588501
174,8.385178083182266e-05,0.9553048610687256,0.9819689989089966,9.940857853507623e-05,0.007266360335052013,0.5381792783737183
175,8.422568817413954e-05,0.9544723629951477,0.9811655879020691,0.00010126022243639454,0.0073473164811730385,0.541221022605896
176,8.407268951130248e-05,0.9547821283340454,0.9814409613609314,0.00010057129111373797,0.00732522364705801,0.5574772357940674
177,8.376501152412732e-05,0.9555415511131287,0.9821845293045044,9.888219210552052e-05,0.007248623762279749,0.5469380617141724
178,8.398412306882628e-05,0.9550065994262695,0.9815386533737183,0.00010007194941863418,0.007304308004677296,0.5292030572891235
179,8.334787639350729e-05,0.9551711678504944,0.981864333152771,9.970597602659836e-05,0.007276967167854309,0.5509256720542908
180,8.358551772467835e-05,0.9553890824317932,0.9819542169570923,9.922135359374806e-05,0.007263949140906334,0.5501606464385986
181,8.366838571918397e-05,0.9552637934684753,0.9820674657821655,9.949992090696469e-05,0.007270612753927708,0.5595451593399048
182,8.377387039485363e-05,0.9552299976348877,0.9819768071174622,9.957514703273773e-05,0.007271896116435528,0.5687602162361145
183,8.343180018652907e-05,0.9546829462051392,0.9814882278442383,0.00010079186176881194,0.007327008526772261,0.5672221779823303
184,8.333563889708803e-05,0.9553805589675903,0.981879472732544,9.924028563546017e-05,0.007260674610733986,0.517325758934021
185,8.404874259159602e-05,0.9548788666725159,0.9815334677696228,0.0001003561046672985,0.007321339566260576,0.551275372505188
186,8.338488761610814e-05,0.9547609686851501,0.981564998626709,0.00010061831562779844,0.0073175374418497086,0.5896459817886353
187,8.283986113276435e-05,0.9553759694099426,0.9821615219116211,9.92504574242048e-05,0.007258440367877483,0.5752254724502563
188,8.346657064601673e-05,0.9541604518890381,0.9808196425437927,0.00010195399227086455,0.007388445548713207,0.5723233222961426
189,8.32032228305145e-05,0.955217719078064,0.9821680188179016,9.960235911421478e-05,0.0072633069939911366,0.5782352089881897
190,8.294677415202993e-05,0.9538279175758362,0.9807460904121399,0.00010269350605085492,0.007404091767966747,0.6168345808982849
191,8.278795678283951e-05,0.9544496536254883,0.9812842607498169,0.00010131070303032175,0.007344954647123814,0.5885177850723267
192,8.278090947397668e-05,0.9549692869186401,0.981706976890564,0.00010015492443926632,0.007297673262655735,0.5734559297561646
193,8.334116145145826e-05,0.9542363882064819,0.9810013175010681,0.00010178508819080889,0.0073700034990906715,0.562294602394104
194,8.309793403057876e-05,0.9552804827690125,0.9820530414581299,9.946281352313235e-05,0.007272699847817421,0.584755539894104
195,8.257050932365482e-05,0.9547081589698792,0.981503963470459,0.00010073581506730989,0.007321312557905912,0.5988747477531433
196,8.280768549286899e-05,0.9543735980987549,0.9813255667686462,0.00010147989814868197,0.007341611664742231,0.5673897862434387
197,8.261314426853656e-05,0.9546903967857361,0.9813640117645264,0.00010077533079311252,0.0073318337090313435,0.5560897588729858
198,8.146095698672677e-05,0.9543087482452393,0.9810538291931152,0.00010162410035263747,0.007365647237747908,0.5615414977073669
199,8.19871513925261e-05,0.9542046785354614,0.9810240864753723,0.0001018556285998784,0.007367806974798441,0.5720759630203247
200,8.217210298943089e-05,0.9546706080436707,0.9813547134399414,0.0001008193357847631,0.007337888702750206,0.5652304887771606
201,8.172722198865172e-05,0.9548510909080505,0.9814639091491699,0.00010041784116765484,0.007322793826460838,0.5619107484817505
202,8.156046409763518e-05,0.9542507529258728,0.9809865951538086,0.00010175305214943364,0.007369049359112978,0.5756065845489502
203,8.173464415199752e-05,0.9545028209686279,0.9811601638793945,0.0001011924323393032,0.007353072986006737,0.5635265707969666
204,8.233843698458348e-05,0.9558609127998352,0.982516348361969,9.817185491556302e-05,0.007230574265122414,0.5719645619392395
205,8.141682285128684e-05,0.9537169933319092,0.9804762601852417,0.00010294029925717041,0.007425546180456877,0.5736127495765686
206,8.151572915623689e-05,0.9543659687042236,0.9810914397239685,0.0001014968438539654,0.007359468378126621,0.5543370842933655
207,8.18332395524254e-05,0.954943060874939,0.981761634349823,0.00010021324851550162,0.0073056393302977085,0.5825891494750977
208,8.188765498155536e-05,0.9546000361442566,0.9813433289527893,0.00010097627091454342,0.007338579744100571,0.569291353225708
209,8.11809450838422e-05,0.9539735317230225,0.9806770086288452,0.00010236963134957477,0.007400142960250378,0.5778485536575317
210,8.084366141684215e-05,0.9535279870033264,0.9802636504173279,0.00010336067498428747,0.007440401241183281,0.5751511454582214
211,8.131247009527321e-05,0.9548165202140808,0.9814389944076538,0.00010049480624729767,0.007326438091695309,0.5581721067428589
212,8.161074298882072e-05,0.9540314078330994,0.9807624816894531,0.0001022409851429984,0.00739568704739213,0.5651341080665588
213,8.12276045427793e-05,0.9531877040863037,0.9798939228057861,0.00010411754919914529,0.007473235484212637,0.5532604455947876
214,8.091931987359666e-05,0.9538099765777588,0.9805360436439514,0.0001027334074024111,0.007413568906486034,0.558200478553772
215,8.161968939395378e-05,0.9535208344459534,0.9802424907684326,0.00010337660933146253,0.007445458322763443,0.5548827052116394
216,8.096334091961206e-05,0.95493084192276,0.9816837310791016,0.00010024049697676674,0.007303549442440271,0.5569769144058228
217,8.152318969669246e-05,0.953835129737854,0.9804860353469849,0.00010267750622006133,0.007417736575007439,0.5534781813621521
218,8.190796594206796e-05,0.9529605507850647,0.9797632694244385,0.00010462266800459474,0.007494074758142233,0.571144700050354
219,8.173046598683726e-05,0.953890323638916,0.9806147217750549,0.00010255479719489813,0.00741198705509305,0.5643649101257324
220,8.06851438643635e-05,0.9540329575538635,0.9807957410812378,0.00010223747813142836,0.007396243512630463,0.572695791721344
221,8.110633030346613e-05,0.954569399356842,0.9812155961990356,0.00010104439570568502,0.007342897355556488,0.5555441379547119
222,8.119064267809924e-05,0.9541114568710327,0.9808605313301086,0.00010206285514868796,0.007386202458292246,0.5633552074432373
223,8.122878848642394e-05,0.9545133709907532,0.9812873005867004,0.00010116906196344644,0.007351505570113659,0.5668382048606873
224,8.077497087095467e-05,0.9536132216453552,0.9804239273071289,0.00010317109990864992,0.0074315923266112804,0.5826017260551453
225,8.105498842251465e-05,0.952515721321106,0.9792850017547607,0.00010561200906522572,0.007537588011473417,0.5734323263168335
226,8.065105362666323e-05,0.9544483423233032,0.9811820983886719,0.00010131366434507072,0.007354808505624533,0.5696054697036743
227,8.155275394992535e-05,0.9537547826766968,0.9805127382278442,0.00010285616008331999,0.007426075171679258,0.5744203925132751
228,8.079614495531417e-05,0.9549672603607178,0.9816847443580627,0.00010015947191277519,0.00730147585272789,0.5500618815422058
229,8.107951419101572e-05,0.9545475244522095,0.9813356399536133,0.00010109301365446299,0.007341422606259584,0.5629633665084839
230,8.110907494447733e-05,0.955202579498291,0.9820760488510132,9.963604679796845e-05,0.007273599971085787,0.586304247379303
231,8.120748783963506e-05,0.9538732767105103,0.9807180762290955,0.0001025926394504495,0.007408671081066132,0.5705668330192566
232,8.15515116202875e-05,0.9537498354911804,0.9805689454078674,0.00010286718315910548,0.007425918243825436,0.5754209756851196
233,8.144627786707275e-05,0.9526942372322083,0.9795660972595215,0.00010521501826588064,0.0075206458568573,0.5740989446640015
234,8.16425906355018e-05,0.9550558924674988,0.9819238185882568,9.996231528930366e-05,0.007285455707460642,0.5659525990486145
235,8.087581261629656e-05,0.9537465572357178,0.9806383848190308,0.00010287455370416865,0.007410035934299231,0.571622371673584
236,8.039237748419634e-05,0.9528310298919678,0.979630708694458,0.00010491071589058265,0.007508616894483566,0.5690804719924927
237,8.103349880145163e-05,0.9537010192871094,0.9805788993835449,0.00010297583503415808,0.00742138409987092,0.5697118639945984
