deviation,gen_target,gen_input,target_percent,input_percent,total_input_fraction,unique_ratio,unique_elements_len,calc_time,long_ratio,new_percent
3.9,0.002430002845256496,0.006144393241167435,0.03385472466252411,0.00042854081851296334,0.00498117711872188,0.007133304292668761,9334,52.986618757247925,0.6920934218984358,0.2736233126205271
4.0,0.002560730846425358,0.006144393241167435,0.034497047549984464,0.0004143789495493629,0.00498117711872188,0.007377093029476274,9653,53.06787037849426,0.6998860457888739,0.26520252771159225
4.1,0.002629939788220638,0.006144393241167435,0.03378445124962955,0.0003951397806974217,0.00498117711872188,0.007736280196559446,10123,53.011972188949585,0.7015706806282722,0.2642497283414008
4.2,0.0025222814343168693,0.006144393241167435,0.0311787072243346,0.00038022813688212925,0.00498117711872188,0.008039678718542465,10520,53.54045820236206,0.7116920152091255,0.2567490494296578
4.3,0.002706838612437616,0.006144393241167435,0.03215492829085594,0.00036539691239609025,0.00498117711872188,0.008366004080977601,10947,53.236762285232544,0.7209281081574861,0.24655156663926192
4.4,0.002706838612437616,0.006144393241167435,0.03143137780158943,0.0003571747477453344,0.00498117711872188,0.008558589540775386,11199,53.711809396743774,0.7179212429681222,0.250290204482543
4.5,0.0027529779069678023,0.006144393241167435,0.03058260720997779,0.00034170510849137196,0.00498117711872188,0.008946053144416167,11706,53.784608602523804,0.7286007175807279,0.240474970100803
5.7,0.0031144023807875977,0.006144393241167435,0.024609588624901257,0.00024305766543112353,0.00498117711872188,0.012576900444016477,16457,56.40061044692993,0.7889044175730692,0.18624293613659848
5.8,0.0031144023807875977,0.006144393241167435,0.02397726599964478,0.00023681250370019536,0.00498117711872188,0.012908575402557108,16891,56.265401124954224,0.7979397312178083,0.17784619027884674
5.9,0.003052883321414016,0.006144393241167435,0.02315678954736351,0.0002333177788147457,0.00498117711872188,0.013101925090369964,17144,56.859559774398804,0.7996383574428372,0.17697153523098452
6.0,0.00303750355657062,0.006144393241167435,0.022607600732600732,0.00022893772893772894,0.00498117711872188,0.013352591879313112,17472,56.64314389228821,0.8052884615384616,0.171875
4.6,0.0027529779069678023,0.006144393241167435,0.02949901120632828,0.0003295978905735003,0.00498117711872188,0.009274671190896516,12136,57.17960977554321,0.7350032959789057,0.23516809492419255
4.7,0.0028452564960281756,0.006144393241167435,0.029269836247132346,0.00031643066213116053,0.00498117711872188,0.009660606338507157,12641,57.19566559791565,0.7447986709912191,0.22561506209951743
4.8,0.0028452564960281756,0.006144393241167435,0.028560401389424932,0.00030876109610189115,0.00498117711872188,0.009900573935239318,12955,57.50127291679382,0.7452720957159398,0.22585874179853338
4.9,0.002906775555401758,0.006144393241167435,0.028361344537815126,0.00030012004801920766,0.00498117711872188,0.010185630984860644,13328,57.728230714797974,0.7477490996398559,0.22358943577430979
5.0,0.002876016025714967,0.006144393241167435,0.027194066749072928,0.00029084563367992437,0.00498117711872188,0.010510427891265639,13753,57.95141839981079,0.7557623791172835,0.21675270849996364
5.1,0.0028913957905583624,0.006144393241167435,0.026803535785571715,0.00028514399771884804,0.00498117711872188,0.010720590595410046,14028,57.93378210067749,0.7618334759053322,0.21107784431137722
5.2,0.0031144023807875977,0.006144393241167435,0.027504244482173174,0.00027164685908319185,0.00498117711872188,0.011253257521914238,14725,58.28652858734131,0.7682173174872665,0.20400679117147713
5.3,0.0028837059081366647,0.006144393241167435,0.025164407462085626,0.0002684203462622467,0.00498117711872188,0.01138852588058173,14902,58.651633977890015,0.7755334854381962,0.1990336867534559
5.4,0.0029606047323536425,0.006144393241167435,0.025282374573154714,0.0002626740215392698,0.00498117711872188,0.011637664213494738,15228,58.85279679298401,0.7820462306277909,0.19240872077751514
5.5,0.0031067124983659,0.006144393241167435,0.025852690855570487,0.0002559672361937672,0.00498117711872188,0.011942591191507899,15627,59.088160037994385,0.7791002751647789,0.19479106674345692
5.6,0.003052883321414016,0.006144393241167435,0.02468751943287109,0.0002487407499533611,0.00498117711872188,0.01228955071034994,16081,59.69364595413208,0.785274547602761,0.18978919221441448
