deviation,gen_target,gen_input,target_percent,input_percent,total_input_fraction,unique_ratio,unique_elements_len,calc_time,long_ratio,new_percent
0.0,0.019446054357441355,0.9845990848509044,0.019811980421101702,0.9963949965037682,0.4983166528938267,0.04940807050947394,64355,83.33602452278137,1.55388081734131e-05,-0.01622251573304334
0.1,0.019644327852850564,0.9848294076098639,0.019991928724428027,0.9955297550678298,0.4983166528938267,0.04946258022909437,64426,83.75026845932007,3.104336758451557e-05,-0.01555272715984235
0.2,0.01988835677027728,0.984982956115837,0.020214233672820846,0.99440388162892,0.4983166528938267,0.04952630285907318,64509,83.35618424415588,7.750856469639895e-05,-0.014695623866437302
0.3,0.020132385687703994,0.9852132788747966,0.02044039765864536,0.9935736628573199,0.4983166528938267,0.049579277093633876,64578,83.6166660785675,0.000108396048189786,-0.014122456564154895
0.4,0.020528932678522405,0.9853207628289776,0.020806282075063378,0.9919309961046188,0.4983166528938267,0.04966679974203851,64692,83.59373497962952,0.0001854943424225561,-0.01292277252210483
0.5,0.020910227862001647,0.9854436016337561,0.021152837349955256,0.990187305211837,0.4983166528938267,0.04976046433068206,64814,83.62906432151794,0.0002622890116332891,-0.011602431573425553
0.6,0.02141353750419425,0.9855203758867426,0.021611304374595942,0.9879475417910907,0.4983166528938267,0.04987716119522157,64966,83.7966423034668,0.0003232460056029308,-0.009882092171289436
0.7,0.02213037244913522,0.9857506986457022,0.022273732039788774,0.9854783249416676,0.4983166528938267,0.05001381936553757,65144,83.79682636260986,0.00036841458921773305,-0.008120471570674193
0.8,0.02330476161425129,0.9857353437951049,0.023380717029057578,0.9823114470644041,0.4983166528938267,0.050174277554279396,65353,83.98619198799133,0.0005049500405490185,-0.006197114134010695
0.9,0.024326632705975657,0.9859349568528698,0.024299948200737376,0.9782443096986502,0.4983166528938267,0.050393084175290974,65638,84.0731782913208,0.0004875224717389317,-0.0030317803711263913
1.0,0.026507641155476925,0.9859503117034671,0.026327748659375285,0.9726876117187263,0.4983166528938267,0.05068175536652028,66014,84.37197232246399,0.0007119701881419093,0.00027266943375647834
1.1,0.029344477320562487,0.986042440807051,0.028888455128301377,0.9642047416705455,0.4983166528938267,0.051132420231551144,66601,84.82490587234497,0.0010360204801729703,0.005870782720980183
1.2,0.03454534362321935,0.9861806344624267,0.03353568255848386,0.9509327805744744,0.4983166528938267,0.051853330467094554,67540,85.453777551651,0.0010808409831211134,0.014450695883920672
1.3,0.044794558155141384,0.986195989313024,0.04242686890574215,0.9278006500541712,0.4983166528938267,0.05314697662991739,69225,85.89666986465454,0.0012278801011195376,0.028544600938967157
1.4,0.06189183418235061,0.9861652796118294,0.056381471086781335,0.892336121377164,0.4983166528938267,0.055257500844516784,71974,87.17002820968628,0.001750632172729041,0.049531775363325536
1.5,0.0880639355763658,0.9860577956576483,0.07556305864185414,0.8404067370735346,0.4983166528938267,0.058665509934588335,76413,89.70266056060791,0.002146231662151728,0.0818839726224595
1.6,0.127810145502242,0.9862727635660105,0.10060627888828862,0.771138723812954,0.4983166528938267,0.06394911402512053,83295,86.37374806404114,0.002917341977309562,0.1253376553214478
1.7,0.18369276759295977,0.9863956023707889,0.12876876363169823,0.686823760851901,0.4983166528938267,0.07180849430335043,93532,90.58383393287659,0.004394218021639653,0.18001325749476116
1.8,0.2535002897843394,0.9862420538648159,0.15486028939056545,0.5984403097019445,0.4983166528938267,0.08240103798790038,107329,97.24782299995422,0.005730045001816843,0.24096935590567325
