,ID,formula,smiles,HOMO_LUMO_gap
190,ADIDUP,C14 H8 N4 O2,O=C1N(N2C=NN=C2)C(=O)c2cccc3cccc1c23,6.08092821
191,ADIFAX,C16 H13 N5 O2,CN(C)c1ccc2C(=O)N(N3C=NN=C3)C(=O)c3cccc1c23,5.36608513
192,ADIFUQ,C36 H36 N4 O3 S1,CCN(CC)c1ccc2c(Oc3cc(ccc3C32N(C(=O)c2ccccc32)C2=Nc3ccc(OC)cc3S2)N(CC)CC)c1,5.88337356
193,ADIGAX,C35 H33 Br1 N4 O2 S1,CCN(CC)c1ccc2c(Oc3cc(ccc3C32N(C(=O)c2ccccc32)C2=Nc3ccc(Br)cc3S2)N(CC)CC)c1,5.86323713
194,ADIGUR,C24 H14 Cl1 N1 O3,CC1=CC2=C(C(=O)c3ccc(Cl)cc3)C3=C(N2C=C1)C(=O)c1ccccc1C3=O,5.11546827
195,ADIJUV,C25 H17 N1,N#CC=C(c1ccccc1)C(=Cc1ccccc1)C#Cc1ccccc1,5.71330241
196,ADIKEG,C25 H18 O1,O=CC=C(c1ccccc1)C(=Cc1ccccc1)C#Cc1ccccc1,5.656430609999999
197,ADIMEH,C26 H19 Cl1 N2 O2,Oc1ccccc1C=Nc1ccccc1N=C(c1ccccc1)c1cc(Cl)ccc1O,5.8999725000000005
198,ADIMOQ,C22 H29 N1,CC(C=CC1=C(C)CCCC1(C)C)=CC1=CC(CCC1)=CC#N,5.61833468
199,ADIMUV,C29 H42 N4 O3,OCCN1CCN(CCO)CCN(CCN(CCO)CC1)Cc1c2ccccc2cc2ccccc12,5.58404833
200,ADIQEK,C27 H34 O4 S2,COC(=O)C1=C(SC(S1)=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C)C(=O)OC,4.733148310000001
201,ADIQIO,C28 H18 N2 O4 S2,COC(=O)C1=C(SC(S1)=CC#Cc1ccc(cc1)C1=CC2=CC=CC=CC2C1(C#N)C#N)C(=O)OC,4.6999504199999995
202,ADISEM,C31 H25 N1 O1,CN1c2ccccc2C(C)(C)C21Oc1ccc3ccccc3c1c1c3ccccc3ccc21,5.90078885
203,ADISIR,C14 H20 N6 S2,CNC(=S)NN=C(C)c1cccc(c1)C(C)=NNC(=S)NC,5.8313998100000015
204,ADITIR,C33 H20 O2,O1c2ccccc2c2ccccc2C21Oc1ccc3ccccc3c1c1c3ccccc3ccc21,5.7892221699999995
205,ADIVIT,C12 H4 N6,N#Cc1nc2nc3ccccc3nc2nc1C#N,5.481733520000001
206,ADIVOZ,C14 H8 N6,Cc1cc2nc3nc(C#N)c(nc3nc2cc1C)C#N,5.3301661
207,ADIVUF,C14 H8 N6 O2,COc1cc2nc3nc(C#N)c(nc3nc2cc1OC)C#N,5.39057538
208,ADODAZ,C20 H20 N2 O2,O=C1C(Oc2ccccc12)=CN1CCN(CC1)Cc1ccccc1,5.961198120000001
209,ADOGEG,C11 H8 N2 O1,O=C1NC2=C(Cc3cccnc23)C=C1,5.97806918
210,ADOHOS,C38 H24 N2,Nc1ccccc1C#Cc1ccccc1C#Cc1ccc(cc1)C#Cc1ccccc1C#Cc1ccccc1N,5.40200416
211,ADOTUJ,C18 H17 N3 O1,Cc1ccc(cc1)N=NC1=C(CCC1=O)Nc1ccccc1,5.46459035
212,ADOVAR,C21 H15 N3 O1,O=C1c2ccccc2C(=Nc2ccccc2)C1=NNc1ccccc1,5.55166678
213,ADOXAV,C9 H9 N5,CN1C=NC(=N1)N=Nc1ccccc1,6.77345797
214,ADOXEZ,C10 H10 N4,CN1C=NC(=C1)N=Nc1ccccc1,6.4499146
215,ADUCEK,C25 H22 N2,CN(C)c1ccc(cc1)c1ccccc1C=Cc1ccc2ccccc2n1,5.5973819
216,ADUDIO,C19 H11 Br1 Cl2 N2 O4 S1,COC(=O)C=C1SC(=NC(=O)c2ccccc2Br)N(C1=O)c1ccc(Cl)cc1Cl,6.02922658
217,ADUFEM,C22 H21 N5 O2,CN1N(C(=O)C(=C1C)NCC(=O)Nc1cccc2cccnc12)c1ccccc1,6.28365303
218,ADUNAR,C25 H18 F1 N3 O1,COc1ccc(cc1)C1=NN(c2ccccc2)C(=C1)c1ccc2cc(F)ccc2n1,5.754935829999999
219,ADUQOG,C34 H24 N2 O6,O=C(C(=O)C1=Cc2cc3OCOc3cc2N1Cc1ccccc1)C1=Cc2cc3OCOc3cc2N1Cc1ccccc1,5.9587491
220,ADUQUM,C32 H22 N2 O2,O=C1C2=C(C(=O)C3=C1c1ccccc1N3Cc1ccccc1)c1ccccc1N2Cc1ccccc1,4.98267672
221,ADUTAW,C17 H10 N4 S4,S1C=CC=C1C1=CC=C(S1)N1N=NC(=N1)C1=CC=C(S1)C1=CC=CS1,5.4907132800000005
222,ADUTIE,C32 H21 N3,c1ccc(cc1)c1nc(nc2ccccc12)c1ccc(cc1)N1c2ccccc2c2ccccc12,5.36662936
223,ADUVIG,C18 H14 O5,COc1cc2COC3=C(C(=O)Oc4ccccc34)c2cc1OC,5.60472898
224,ADUWAZ,C32 H39 N1 O5 S2,CC1=C(C=C(S1)C=O)C1=C(CCC1)C1=C(C)SC(=C1)c1ccc(cc1)N1CCOCCOCCOCCOCC1,5.33533626
225,ADUZIL,C30 H23 Cl1 N2 O5,COC(=O)C(C1C(C(=O)c2ccccc2)C21C(=O)N(C)c1ccc(Cl)cc21)=C1C(=O)N(C)c2ccccc12,5.71166972
226,AENLAN10,C31 H44 O2 S2,CC(C)CCCC(C)C1CCC2(C)c3c4SSc4c4c(CCC(OC(C)=O)C4(C)C)c3C=CC12C,6.20718904
227,AEPHOS03,C2 H8 N1 O4 P1,[NH3+]CCOP(O)(=O)[O-],4.81831995
228,AFALAX,C23 H18 N6,CCCN1C=Nc2c1nc(nc2N1C=Cc2ccccc12)c1ccc(cc1)C#N,5.81643356
229,AFALEB,C23 H19 N5 O1,CCCN1C=Nc2c1nc(nc2N1C=Cc2ccccc12)c1ccc(C=O)cc1,5.65262102
230,AFALOI,C24 H19 N7 O1,CC1=NN(C2=NN3C=NN=C3C=C2)C(=C1C=CNC(=O)c1ccccc1)c1ccccc1,5.99902195
231,AFAMUS,C9 H10 F6 N2 O5 S2,C[N+]1=C(O)C(=C(C)N1)C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,6.56284185
232,AFANAZ,C15 H14 F6 N2 O5 S2,CN1[N+](=C(O)C(=C1C)C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)c1ccccc1,6.1467797599999985
233,AFAXIR,C20 H16 O4,COc1ccc(cc1)C1=C(OC)C(=O)C(=CC1=O)c1ccccc1,4.88063403
234,AFAXUC,C13 H11 N1 O1 S1,Nc1ccccc1C(=O)C=CC1=CC=CS1,5.55574848
235,AFAZEM,C6 H7 N1 O3 S1,[NH3+]c1ccc(cc1)S(=O)(=O)[O-],5.16091129
236,AFAZOZ,C14 H12 F6 N2 O4 S2,CC1=C(C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C=[N+](N1)c1ccccc1,5.64391337
237,AFEBAO,C17 H14 N2 S1,CN1C(=S)C=NC(=C1c1ccccc1)c1ccccc1,5.73180615
238,AFEBAR,C14 H11 Cl1 F6 N2 O5 S2,CC1=[NH+]N(C(=C1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)O)c1ccc(Cl)cc1,5.71874469
239,AFECUJ01,C6 H2 Cl2 N2 O2,ClC1=CC=C(Cl)C2=[N+]([O-])ON=C12,5.462957660000001
240,AFEJIG,C25 H18 N2 O1 S1,CCc1ccc(cc1)c1nc2ccccc2c2C(=O)N(C(=S)c12)c1ccccc1,5.17642178
241,AFEJIH,C18 H10 F3 N1 O4 S1,FC(F)(F)SC(=CN1C(=O)c2ccccc2C1=O)C(=O)Oc1ccccc1,6.28582995
242,AFEMUT,C26 H20 N6,c1ccc(cc1)C(=NN=Cc1ccncc1)C(=NN=Cc1ccncc1)c1ccccc1,6.26814255
243,AFEPEH,C21 H17 Br3 O3,COc1ccc(cc1)C(=O)C(Br)C(Br)c1ccc2c(Br)c(OC)ccc2c1,6.09943195
244,AFERAH,C10 H28 N2 O12 P4,OP(O)(=O)C[NH+](CCCCCC[NH+](CP(O)(O)=O)CP(O)(=O)[O-])CP(O)(=O)[O-],6.6542721
245,AFEVAJ,C18 H14 N2 O2,Cc1ccc2OC(=Nc2c1)C=CC1=Nc2cc(C)ccc2O1,5.80309997
247,AFEWEN,C21 H25 N1 O3,CC(CCC=C(C)C)C1=C(O)C(=O)C(=C(Nc2ccccc2)C1=O)C,4.92009053
248,AFEWEO,C19 H13 Br1 O1 S1,BrC1=C(SC=C1)C(=O)C=Cc1ccc(cc1)c1ccccc1,5.796297129999999
249,AFEWIR,C22 H27 N1 O3,CC(CCC=C(C)C)C1=C(O)C(=O)C(=C(NCc2ccccc2)C1=O)C,5.39792245
250,AFEXAL,C22 H16 N2 S2,CSc1cc(c2ccc(C)cc2)c2SC(=Nc2c1C#N)c1ccccc1,5.75411948
251,AFEXIT,C26 H16 N2,c1ccc2c(c1)nc1ccccc1c2c1c2ccccc2nc2ccccc12,5.57724548
252,AFEZES,C27 H26 N3 O1 P1,O=C1NC2C3CCC(C3)C2C1=NN=P(c1ccccc1)(c1ccccc1)c1ccccc1,6.13861635
253,AFICOK,C37 H27 Cl1 N2 O2 S1,Clc1ccccc1C1C2CSCN2C2(C(=O)c3cccc4cccc2c34)C21CCc1nc(ccc1C2=O)c1ccccc1,5.757929069999999
254,AFICUQ,C32 H25 Cl2 N3 O2,CN1CC(c2ccc(Cl)cc2Cl)C2(CCc3nc(ccc3C2=O)c2ccccc2)C21C(=O)Nc1ccccc21,6.30161255
255,AFIFUQ,C24 H22 N4 O3,CC12OC(CC3=CNc4ccccc34)(N=C1c1ccccc1NC2=O)C(=O)NCC=C,5.93153772
256,AFIFUR,C11 H7 N3 S2,S=C1N=C(N=C2SC=CN12)c1ccccc1,5.65670273
257,AFIGOM,C13 H14 O1 S1,CCCCC1=Cc2ccccc2C(=S)O1,6.0191583799999995
258,AFIHAA,C18 H14 N2 O2,CC(=O)c1cccc([NH+]=Nc2c([O-])ccc3ccccc23)c1,5.08662421
259,AFIHAB,C39 H49 N3 O1,Cc1cc(C)cc(NC2=C(C(=O)C(=CC(=C2)C(C)(C)C)C(C)(C)C)c2cc(N3CCCCC3)c3c(C)ccc(C)c3n2)c1,5.5835041
260,AFIJIJ,C31 H33 N1 O4,Cc1ccc(cc1)N1C2=C(C(c3ccc4OCOc4c3)C3=C1CC(C)(C)CC3=O)C(=O)CC(C)(C)C2,6.130452930000001
261,AFIJIK,C27 H27 Br1 F1 N1 O4,COC1CCC2(CC1)NC(=O)C(=C2OC(=O)C=Cc1ccc(F)cc1Br)c1cc(C)ccc1C,5.91602722
262,AFIJUV,C30 H24 N2 O4,COc1ccccc1NC(=O)c1cccc2cc3cccc(C(=O)Nc4ccccc4OC)c3cc12,5.4692162799999995
263,AFIJUW,C24 H25 N1 O3,COc1ccc(cc1)C=C1CN(CC=C)CC(=Cc2ccc(OC)cc2)C1=O,6.00174309
264,AFIKAC,C18 H17 N3 O4,ON=C(CN(CC(=NO)C1=CC=CO1)c1ccccc1)C1=CC=CO1,5.94677609
265,AFIKOR,C39 H36 N2 O4 S1,COc1ccc(cc1)C=C1CN(CC=C)CC2(C(C3CSCN3C32C(=O)c2cccc4cccc3c24)c2ccc(OC)cc2)C1=O,6.1105886300000005
266,AFIMAD,C21 H15 N7 S1,Cc1ccc(cc1)N=C(N1N=Nc2ccccc12)C(=S)N1N=Nc2ccccc12,5.44690294
267,AFIMAF,C31 H27 F3 O7,CCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(OC(=O)C2=Cc3ccc(cc3OC2=O)C(F)(F)F)cc1,5.8909927500000006
268,AFIMEH,C26 H16 N8 S1,S1c2ccccc2N=C(N2N=Nc3ccccc23)C(=Nc2ccccc12)N1N=Nc2ccccc12,5.975348039999999
269,AFIMIL,C28 H20 N8 O1 S1,CCOc1ccc2N=C(N3N=Nc4ccccc34)C(=Nc3ccccc3Sc2c1)N1N=Nc2ccccc12,5.99140276
270,AFIMUX,C30 H24 O2 S2,CC1=C(C=C(S1)c1ccccc1)C1=C(C(=O)C(=C(C)C1=O)C)C1=C(C)SC(=C1)c1ccccc1,4.71600514
271,AFINAE,C22 H18 O2 S2,CC1=CC2=C3C(=O)c4ccccc4C(=O)C3=C3C=C(C)SC3(C)C2(C)S1,4.63682001
272,AFINEK,C24 H26 N4,CCN(CC)c1ccc(cc1)C1CC(=NN1c1ccccc1)c1ccccn1,5.80255574
273,AFINIO,C19 H10 Cl1 N1 O4,ClC1=C(Nc2ccc3OC(=O)C=Cc3c2)C(=O)c2ccccc2C1=O,4.91029443
274,AFIPAI,C42 H32 N6 O1,O=C(NN(c1ccccc1)c1nc2ccccc2nc1C1C(c2ccccc2)C(=NN1c1ccccc1)c1ccccc1)c1ccccc1,4.98539786
275,AFIPEM,C17 H14 N2 O2,Cc1ccc(O)c([NH+]=Nc2c([O-])ccc3ccccc23)c1,4.8406332800000005
276,AFIPIQ01,C9 H9 N3 O2 S1,NC(=S)NC(=O)NC(=O)c1ccccc1,5.76201079
277,AFIQAK,C21 H15 Br1 N2 O2,Oc1ccc(Br)cc1C=NN=C(c1ccccc1)C(=O)c1ccccc1,6.222427419999999
278,AFIQUD,C18 H18 N4 O1 S1,NC1=C(SC(=C1C1=Nc2ccccc2O1)NC1CCCCC1)C#N,6.11439822
279,AFIRUF,C30 H22 N2 O4,Oc1cc(cc(O)c1C1=C([O-])C(=[N+](c2ccccc2)c2ccccc2)C1=O)N1CCc2ccccc12,4.2106897199999995
280,AFISIS,C16 H14 O4,OC1(CCc2ccccc2)CC2=CC(=O)OC2=CC1=O,6.072220570000001
281,AFISOZ,C24 H21 N3 S1,Cc1ccc(cc1)C(C)=NN=C1SC=C(N1c1ccccc1)c1ccccc1,5.97153844
282,AFIVOC,C15 H18 N4,CCN(CC)c1ccc(cc1)N=Nc1cccnc1,5.40526952
283,AFIWIX,C27 H25 N1 O3,CC(C)(C)N1OC(=C(C1c1ccccc1)C(=O)c1ccccc1)C(=O)c1ccccc1,6.36256606
284,AFIXAQ,C37 H32 F2 N2 O2,CN1CC(=Cc2ccccc2F)C(=O)C2(C1)C(C1CCCCN1C12C(=O)c2cccc3cccc1c23)c1ccccc1F,6.0093622700000004
285,AFIZUM,C24 H19 Br1 N2 O5 S1,COC(=O)C1=C(C)N=C2SC(=Cc3ccccc3Br)C(=O)N2C1c1ccc(OC(C)=O)cc1,5.60309629
286,AFOBEE,C13 H15 N3 S1,S=C1N=NC2(CCCCC2)N1c1ccccc1,5.9195647
287,AFOCOP,C12 H7 N3 O1,CN1C(=O)C(c2ccccc12)=C(C#N)C#N,5.252885769999999
288,AFOFIM,C16 H9 Br3 N2 O1,Oc1ccc2ccccc2c1N=Nc1c(Br)cc(Br)cc1Br,5.25451845
289,AFOHOU,C24 H19 Cl1 N2 O1,Cc1cccc2cc(C=CC(=O)c3c(C)nc4ccccc4c3C)c(Cl)nc12,5.87221689
290,AFOJAI,C20 H21 N3 O1,CCC(Nc1ccc(C)cc1)=C1C(=NN(C1=O)c1ccccc1)C,6.00446422
291,AFOJIQ,C24 H19 Cl1 N2 O2,COc1nc2ccc(Cl)cc2cc1C=CC(=O)c1c(C)nc2ccccc2c1C,5.98378357
292,AFOJUC,C16 H11 Cl1 N2 O1,Clc1cccc([NH+]=Nc2c([O-])ccc3ccccc23)c1,5.021588999999999
293,AFOKIR,C25 H19 N1,c1ccc(cc1)C(=CC=Nc1cccc2ccccc12)c1ccccc1,5.60962702
294,AFOMOZ,C29 H16 F6 N2 S2,CC1=C(SC(=C1)c1ccc(cc1)C#N)C1=C(C2=C(C)C=C(S2)c2ccc(cc2)C#N)C(F)(F)C(F)(F)C1(F)F,5.43329725
295,AFOPOC,C17 H17 N1 O4,COc1cc(OC)c(C=CC(=O)c2ccccn2)cc1OC,5.3690783799999995
296,AFOQAQ,C19 H23 N3 O2,CCOC(=O)C(=NN(C)c1ccccc1)c1ccc(cc1)N(C)C,6.3187557199999995
297,AFOWEZ,C19 H14 Br1 N1 O3,COC(=O)C(=Cc1ccc(Br)cc1)C1=C(C=O)c2ccccc2N1,5.41805888
298,AFOWID,C19 H15 N1 O4,COC(=O)C(=Cc1ccc(O)cc1)C1=C(C=O)c2ccccc2N1,5.92092527
299,AFOYEC,C18 H21 N3 O2,CCOC(=O)C(=NNc1ccccc1)c1ccc(cc1)N(C)C,5.574252230000001
300,AFUGIT,C12 H11 F3 N4 O2 S1,CCNC(=S)NN=C1C(=O)Nc2ccc(OC(F)(F)F)cc12,5.31900944
301,AFUGOZ,C17 H20 F3 N5 O3 S1,CCNC(=S)NN=C1C(=O)N(CN2CCOCC2)c2ccc(OC(F)(F)F)cc12,5.1508430700000005
302,AFUGUE,C21 H15 Cl3 N2,Clc1ccc(cc1)C1CC(=NN1c1ccccc1)c1ccc(Cl)cc1Cl,5.72554753
303,AFUGUF,C17 H13 F3 N4 O2 S1,FC(F)(F)Oc1ccc2NC(=O)C(=NNC(=S)NCc3ccccc3)c2c1,5.125264379999999
304,AFUJEQ,C22 H19 N2 P1,C(Nc1cccc2cccnc12)P(c1ccccc1)c1ccccc1,5.94949723
305,AFUMUL,C17 H18 N4 O1 S1,COc1ccc(cc1)C1CC(=NN1C(N)=S)c1ccc(N)cc1,5.927183889999999
306,AFUNAS,C18 H18 Cl1 N1 O4,CCCC(=O)N(C(=O)CCC)C1=C(Cl)C(=O)c2ccccc2C1=O,6.422158980000001
307,AFUNIA,C21 H20 O6,CCOC(=O)C(=O)C=C(O)c1ccc(cc1)c1cccc(c1)C(=O)OCC,5.71194184
308,AFUSAW,C20 H8 F6 N2 O2,FC(F)(F)c1ccc2N=C3C=C4Oc5cc(ccc5N=C4C=C3Oc2c1)C(F)(F)F,4.21667622
309,AFUSEA,C34 H32 N4 O4,CCNc1cc2Oc3cc(NCC)c(C)cc3C3(N(N=Cc4ccccc4C(O)=O)C(=O)c4ccccc34)c2cc1C,5.68717947
310,AFUTED,C21 H18 F1 N3 O2,Fc1ccc(cc1)C(=O)C=Cc1nc2ccccc2nc1N1CCOCC1,5.6398316600000005
311,AFUTIF,C19 H16 O6,COC(=O)C(c1ccc2ccccc2c1)=C1C(=O)OC(C)(C)OC1=O,5.68282565
312,AFUXII,C28 H27 N3 O4 S1,CCOC(=O)C=CC1=C(C=Nc2ccc(cc2)N(C)C)N(c2ccccc12)S(=O)(=O)c1ccccc1,4.98186037
313,AFUYAB,C12 H12 N4 O2 S1,CSc1nc(N)c(N=O)c(OCc2ccccc2)n1,6.33181719
314,AFUZUZ,C22 H18 N2 O5,CCOC(=O)C1=C2C=CC=CN2C(=C1C(=O)OCC)C(=O)c1ccc(cc1)C#N,5.79602502
315,AFZPYM,C4 H3 N5 O1,NC1=NC=NC2=NON=C12,6.02786601
316,AGADOE,C30 H29 N3 O4 S1,CC(C)(C)OC(=O)NC1(C(=O)N(Cc2ccccc2)c2ccccc12)C1(C)SC(=NC1=O)c1ccccc1,5.668131509999999
317,AGAGUK,C15 H14 N4,N#CC(C#N)=C1C=CC(C=C1)=C1NCC2CCCN12,4.46620463
318,AGAHAR,C18 H16 F4 N4,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(N1CCCC1)N1CCCC1,4.27871819
319,AGAJEZ,C34 H49 N1 O2,COc1ccc(cc1)N=C1CCC2(C)C3CCC4(C)C(CCC4C3CC(=O)C2=C1)C(C)CCCC(C)C,5.821059490000001
320,AGAJOI,C22 H22 N4,Cc1c(C)c(N=Cc2ccccn2)c(C)c(C)c1N=Cc1ccccn1,6.09181278
321,AGALIF,C16 H10 N2 O2,Cc1ccc2N=C3N(C(=O)c2c1)c1ccccc1C3=O,5.77915396
322,AGAQAC,C18 H20 N2 O3 S1,CCOC(=O)C1=C(SC2=C1CCN(C)C2)N=Cc1ccccc1O,5.618334669999999
323,AGARAE,C18 H12 N2 O4 S2,Nc1ccc2c3cc4c(cc3S(=O)(=O)c2c1)c1ccc(N)cc1S4(=O)=O,5.49044117
324,AGAREI,C12 H10 N2 O2 S1,Nc1ccc2c3ccc(N)cc3S(=O)(=O)c2c1,5.960653890000001
325,AGARUX,C26 H22 N2 O5,CCOC(=O)CN1C(=O)C2=C3C=Cc4ccccc4N3C(=C2c2ccccc12)C(=O)OCC,5.91303397
326,AGATOT,C18 H13 Br1 O2,COC(=O)C=Cc1c2ccccc2c(Br)c2ccccc12,5.098597209999999
327,AGAVOU,C17 H9 F6 N1 O2,FC(F)(F)C(=O)c1cc(C(=O)C(F)(F)F)c2ccccc2c1NCC#C,5.75956176
328,AGAXAJ,C7 H4 O1 S4,O=CC1=CSC(S1)=C1SC=CS1,4.852062070000001
329,AGAYUE,C28 H20 O4,COc1ccc2Oc3ccccc3C(c2c1)=C1c2ccccc2Oc2ccc(OC)cc12,5.6395595499999995
330,AGEDAT,C23 H21 N3 O2 S1,NC(=O)c1cccc(c1)C(=O)NC(=S)N(Cc1ccccc1)Cc1ccccc1,6.03004293
331,AGEDEW,C42 H36 N6,C(CN(Cc1cc2ccccc2cn1)Cc1cc2ccccc2cn1)N(Cc1cc2ccccc2cn1)Cc1cc2ccccc2cn1,6.3378037
332,AGEFAV,C15 H11 Cl2 N1 O1 S1,OC(=CC(=S)Nc1ccccc1)c1ccc(Cl)cc1Cl,5.20254471
333,AGEFEZ,C26 H18 N2 O6 S2,O=C1c2ccc(cc2C(=O)c2cc(ccc12)S(=O)(=O)Nc1ccccc1)S(=O)(=O)Nc1ccccc1,5.58785792
334,AGEFID,C17 H11 N3 O1,[O-]c1ccc2ccccc2c1N=[NH+]c1ccccc1C#N,5.07247428
335,AGEGEA,C17 H25 N3 O2 S1,CC(C)CN(CC(C)C)C(=S)NC(=O)c1cccc(c1)C(N)=O,6.091268540000001
336,AGEMOQ,C12 H9 Cl1 O4,CCOC(=O)C=C1C(=O)Oc2ccc(Cl)cc12,5.85969966
337,AGEMUW,C13 H12 O5,CCOC(=O)C=C1C(=O)Oc2cc(OC)ccc12,5.81371241
338,AGEPIN,C23 H18 F3 N1 O2,FC(F)(F)C1C(C(ON1c1ccccc1)c1ccccc1)C(=O)c1ccccc1,6.11494245
339,AGERAF,C11 H8 Cl2 S1,ClC1=CSC=C(Cl)C2=CC=CC=C1C2,5.72391485
340,AGESIR,C15 H8 N2 O1 S2,O=C(C1=Nc2ccccc2S1)C1=Nc2ccccc2S1,5.88500624
341,AGETUD,C27 H25 N1 O1,C1CCN(CC1)c1ccc(cc1)C=C1OC(=Cc2ccccc2)c2ccccc12,4.91247134
342,AGEWEQ,C44 H44,CCCCC#Cc1c2ccccc2c(C#CCCCC)c2c1c1c(C#CCCCC)c3ccccc3c(C#CCCCC)c21,5.02294956
344,AGEYAO,C14 H14 Cl1 N1 O2,CCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,5.23030032
345,AGEYES,C18 H22 Cl1 N1 O2,CCCCCCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,5.25397423
346,AGEYIW,C16 H18 Cl1 N1 O2,CCCCCCNC1=C(Cl)C(=O)c2ccccc2C1=O,5.2000956899999995
347,AGEYUJ,C35 H25 Cl1 N4 O3,CC1=C(C(=O)Nc2ccccc2)C2=C(C(=O)Nc3ccccc3)C(=O)C=C(c3ccc(Cl)cc3)C2=NN1c1ccccc1,5.22376959
348,AGIBOJ,C20 H19 N3 O1 S1,COc1ccc(cc1)C1=CSC(=N1)NN=CC(C)=Cc1ccccc1,5.532618810000001
349,AGIBUP,C35 H30 N2 O4 S1,CC1=NC(=C(S1)C(=O)OCc1ccccc1)C(Cc1ccccc1)NC(=O)OCC1c2ccccc2c2ccccc12,6.0580706499999994
350,AGICOL,C19 H20 N4 O1,CCC(NNc1ccccc1)=C1C(=NN(C1=O)c1ccccc1)C,6.10188098
351,AGICUR,C20 H22 N4 O1,CCCC(NNc1ccccc1)=C1C(=NN(C1=O)c1ccccc1)C,6.04691398
352,AGIDAX,C13 H12 Cl1 N1 O2,CCCNC1=C(Cl)C(=O)c2ccccc2C1=O,5.22104845
353,AGIDOL,C11 H8 Cl1 N1 O2,CNC1=C(Cl)C(=O)c2ccccc2C1=O,5.1611834
354,AGIDUR,C12 H10 Cl1 N1 O2,CCNC1=C(Cl)C(=O)c2ccccc2C1=O,5.10594429
355,AGIFAX,C25 H20 O5,Cc1cc(C(O)=CC(=O)c2ccccc2)c(O)c(c1)C(=O)C=C(O)c1ccccc1,6.16936522
356,AGIHEG,C21 H17 N1,Cc1c2ccccc2cc(N)c1c1cccc2ccccc12,5.7679972799999994
357,AGINAI,C38 H36 N2,C(CCCCN=Cc1c2ccccc2cc2ccccc12)CCCN=Cc1c2ccccc2cc2ccccc12,5.31792098
358,AGINIQ,C35 H30 N2,C(CCN=Cc1c2ccccc2cc2ccccc12)CCN=Cc1c2ccccc2cc2ccccc12,5.37642545
359,AGINOW,C40 H26 N4,c1ccc2c(c1)cc1ccccc1c2C=Nc1ccc(nc1)c1ccc(cn1)N=Cc1c2ccccc2cc2ccccc12,5.0158746
360,AGINUC,C33 H26 N2,C(CN=Cc1c2ccccc2cc2ccccc12)CN=Cc1c2ccccc2cc2ccccc12,5.30975757
361,AGIPAJ,C22 H21 N1 O4,CCOC(=O)C=CC1=CC(=C2C=C(C=CN12)c1ccccc1)C(=O)OCC,5.58813003
362,AGISAN,C23 H16 F2 N4,Nc1ccccc1C(F)(F)C1=NC2=Nc3ccccc3N2C(=C1)c1ccccc1,5.52418328
363,AGIVAP,C17 H22 B1 F3 N2 O1,CCN(CC)c1ccc(C=C2[NH+]=C(C)C=C2C)c(O[B-](F)(F)F)c1,4.66620831
364,AGIWUL,C17 H21 B1 F2 N2 O2,CCC1=C(CC)C2=CC3=[N+](C(=O)C(=C3CC)CC)[B-](F)(F)N2C1=O,5.374248550000001
365,AGIYAT,C23 H17 Br1 N4 O1,Cc1cc2NC(=O)C(=Nc2cc1C)C1=C(N=C2N1C=CC=C2Br)c1ccccc1,5.46513457
366,AGIYEX,C32 H24 N2,C(CN=Cc1c2ccccc2cc2ccccc12)N=Cc1c2ccccc2cc2ccccc12,5.237919509999999
367,AGIYIB,C34 H28 N2,C(CCN=Cc1c2ccccc2cc2ccccc12)CN=Cc1c2ccccc2cc2ccccc12,5.23519837
368,AGIYOF,C42 H32 S4 Si2,S1C(SC(=C1[SiH](c1ccccc1)c1ccccc1)c1ccccc1)=C1SC(=C(S1)c1ccccc1)[SiH](c1ccccc1)c1ccccc1,5.04662347
369,AGIYOH,C36 H32 N2,C(CCCN=Cc1c2ccccc2cc2ccccc12)CCN=Cc1c2ccccc2cc2ccccc12,5.35628904
372,AGIZUO,C24 H19 N1,Cc1ccc2c(c1)C=C(N1c3ccccc3C(=C21)C)c1ccccc1,5.698608259999999
373,AGOCAC,C35 H35 N5 O2 S1,CCN(CC)c1ccc2c(Oc3cc(ccc3C32NN(C(=O)c2ccccc32)C2=Nc3ccccc3S2)N(CC)CC)c1,5.81344031
374,AGOCEH,C19 H22 Br1 N7 S1,Brc1ccc(cc1)N1N=NN=C1SCCCN1CCN(CC1)c1ccccn1,6.31222499
375,AGOGUB,C16 H10 F4 N4 O1,Nc1ccc(cc1N)c1ccc2nc3c(nc2c1)C(F)(F)OC3(F)F,4.46974211
376,AGOHIQ,C15 H15 N7 O1,C1CCN(C1)C=NC1=NC2=NON=C2N=C1Nc1ccccc1,5.58540889
377,AGOHOW,C25 H26 N6 O2,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C1=NC2=NC3=NON=C3N=C2N1c1ccccc1,5.45071254
